Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCB30,14.6,1,0.043021542,5,196.9084,OUT010,1998,2.0,3,2,595.2252
FDY50,5.8,1,0.13169655,1,89.4172,OUT017,2007,2.0,2,1,2498.0816
NCK19,9.8,1,0.090834158,14,192.2478,OUT018,2009,1.0,3,3,4068.7038
NCR38,12.6,1,0.19875618,5,250.7724,OUT019,1985,2.0,1,2,251.6724
FDI28,14.3,1,0.026321701,8,77.6302,OUT046,1997,2.0,1,1,950.7624
FDO24,11.1,1,0.176215665,6,158.8604,OUT046,1997,2.0,1,1,2693.8268
FDC45,17.0,1,0.136008489,4,171.7106,OUT045,2002,2.0,2,1,1711.106
FDU27,18.6,2,0.17174348,3,48.8376,OUT049,1999,1.0,1,1,1294.3152
FDS09,8.895,2,0.08154715,7,49.8008,OUT017,2007,2.0,2,1,759.012
DRE13,12.6,1,0.027570939,2,86.6198,OUT027,1985,1.0,3,4,2529.3742
FDV15,10.3,1,0.146767897,3,102.3648,OUT018,2009,1.0,3,3,1557.972
FDH26,19.25,2,0.03467086,12,141.8496,OUT013,1987,3.0,3,1,2399.5432
FDI22,12.6,1,0.09619424,7,210.8612,OUT035,2004,2.0,2,1,1254.3672
FDJ26,15.3,2,0.08511049,12,215.7218,OUT018,2009,1.0,3,3,1923.4962
FDD26,12.6,2,0.1263349,12,184.0924,OUT019,1985,2.0,1,2,555.2772
NCI55,12.6,1,0.012592289,5,123.3414,OUT027,1985,1.0,3,4,4751.8146
FDA35,12.6,2,0.05357685,6,122.2072,OUT027,1985,1.0,3,4,3552.7088
FDN21,18.6,1,0.077168705,7,160.6236,OUT018,2009,1.0,3,3,1611.236
NCM43,14.5,1,0.032597778,14,163.621,OUT010,1998,2.0,3,2,815.605
FDD09,13.5,1,0.021583971,4,179.5976,OUT018,2009,1.0,3,3,2173.1712
FDI24,10.3,1,0.078903499,6,177.637,OUT045,2002,2.0,2,1,4234.488
NCN41,12.6,1,0.091411749,10,121.373,OUT019,1985,2.0,1,2,369.519
NCT53,12.6,1,0.084245356,10,164.6526,OUT019,1985,2.0,1,2,657.8104
FDQ47,7.155,2,0.281509514,13,33.8874,OUT010,1998,2.0,3,2,35.2874
NCD42,16.5,1,0.012689327,10,39.7506,OUT018,2009,1.0,3,3,227.7036
FDI21,5.59,2,0.094741514,7,63.1168,OUT010,1998,2.0,3,2,191.7504
FDS48,15.15,1,0.046496777,6,149.6708,OUT010,1998,2.0,3,2,300.9416
FDW50,13.1,1,0.076005548,1,166.1158,OUT017,2007,2.0,2,1,1169.8106
FDO37,8.06,1,0.0,9,232.7326,OUT018,2009,1.0,3,3,3696.5216
FDS04,10.195,2,0.0,8,139.5838,OUT018,2009,1.0,3,3,4495.4816
FDP38,10.1,1,0.053732324,12,49.8008,OUT010,1998,2.0,3,2,303.6048
NCF06,6.235,1,0.033807904,5,258.9962,OUT010,1998,2.0,3,2,258.9962
FDR35,12.5,1,0.020782036,13,198.3742,OUT018,2009,1.0,3,3,2587.9646
FDB04,11.35,2,0.063173691,1,86.1856,OUT013,1987,3.0,3,1,1494.0552
FDK16,9.065,1,0.115563679,8,96.0094,OUT045,2002,2.0,2,1,1713.7692
FDM57,11.65,2,0.076278201,7,85.1908,OUT017,2007,2.0,2,1,671.1264
FDF45,18.2,2,0.012223687,4,57.1904,OUT049,1999,1.0,1,1,1640.5312
FDH04,6.115,2,0.011419301,8,91.0488,OUT018,2009,1.0,3,3,1629.8784
FDL25,6.92,2,0.131458247,9,90.5804,OUT018,2009,1.0,3,3,183.7608
FDK40,7.035,1,0.021883368,8,263.791,OUT049,1999,1.0,1,1,4996.829
FDV46,18.2,1,0.012607876,7,139.818,OUT046,1997,2.0,1,1,1398.18
FDU31,10.5,2,0.025041738,4,218.7508,OUT045,2002,2.0,2,1,3255.762
NCQ53,17.6,1,0.018934719,10,237.759,OUT049,1999,1.0,1,1,3545.385
FDD09,12.6,1,0.021392306,4,182.0976,OUT027,1985,1.0,3,4,6157.3184
FDY19,19.75,1,0.041448824,4,116.5466,OUT045,2002,2.0,2,1,2828.3184
FDI33,16.5,1,0.028395167,7,91.7146,OUT013,1987,3.0,3,1,2462.7942
FDG08,13.15,2,0.165221717,4,172.0764,OUT013,1987,3.0,3,1,4466.1864
FDE39,7.89,1,0.036127671,1,117.4782,OUT035,2004,2.0,2,1,2026.0294
FDH53,20.5,2,0.019277945,8,82.8592,OUT018,2009,1.0,3,3,1733.7432
FDB09,16.25,1,0.057629899,4,123.9046,OUT018,2009,1.0,3,3,1120.5414
FDI22,12.6,1,0.096212432,7,207.2612,OUT046,1997,2.0,1,1,4390.2852
FDX24,12.6,1,0.024387984,6,92.4462,OUT019,1985,2.0,1,2,185.0924
FDE09,8.775,1,0.021647195,4,109.5228,OUT045,2002,2.0,2,1,994.7052
FDJ57,7.42,2,0.021573645,15,184.6582,OUT046,1997,2.0,1,1,5015.4714
DRC49,8.67,1,0.065424208,2,145.8128,OUT035,2004,2.0,2,1,2444.8176
FDU19,8.77,2,0.046866331,4,170.5422,OUT045,2002,2.0,2,1,1551.9798
FDU43,19.35,2,0.0,4,238.6564,OUT013,1987,3.0,3,1,3575.346
FDA50,16.25,1,0.087102593,1,96.041,OUT013,1987,3.0,3,1,868.869
NCM29,11.5,1,0.01774202,10,129.6626,OUT017,2007,2.0,2,1,1836.2764
FDQ13,11.1,1,0.010632752,12,82.5908,OUT013,1987,3.0,3,1,1510.0344
FDB26,12.6,2,0.031116081,12,55.264,OUT027,1985,1.0,3,4,1544.656
FDI21,5.59,2,0.05671761,7,62.9168,OUT045,2002,2.0,2,1,1406.1696
FDV25,12.6,1,0.079931185,12,219.7456,OUT019,1985,2.0,1,2,884.1824
FDQ23,6.55,1,0.024505418,13,102.9332,OUT013,1987,3.0,3,1,1845.5976
FDJ41,6.85,1,0.03830192,8,261.2594,OUT010,1998,2.0,3,2,1046.6376
NCO42,21.25,1,0.024693927,5,144.1102,OUT049,1999,1.0,1,1,1749.7224
FDQ13,12.6,1,0.010590075,12,84.6908,OUT027,1985,1.0,3,4,3691.1952
FDU47,12.8,2,0.190569038,13,138.7838,OUT010,1998,2.0,3,2,280.9676
FDW57,8.31,2,0.0,7,177.4028,OUT046,1997,2.0,1,1,3896.2616
DRN47,12.1,1,0.016826748,11,179.166,OUT046,1997,2.0,1,1,3056.022
FDW28,12.6,1,0.088394115,8,194.7452,OUT027,1985,1.0,3,4,5872.356
NCN42,20.25,1,0.0,5,145.6418,OUT013,1987,3.0,3,1,3384.2614
FDR60,12.6,1,0.129783577,6,78.2328,OUT027,1985,1.0,3,4,1004.0264
FDO09,12.6,2,0.0,7,262.891,OUT019,1985,2.0,1,2,788.973
FDX45,16.75,1,0.0,7,156.163,OUT046,1997,2.0,1,1,2816.334
FDH27,7.075,1,0.058465268,1,145.3128,OUT045,2002,2.0,2,1,1869.5664
FDO08,11.1,2,0.053765212,4,163.1526,OUT035,2004,2.0,2,1,1808.9786
FDG10,6.63,2,0.01098386,7,55.4588,OUT018,2009,1.0,3,3,343.5528
FDZ40,8.935,1,0.040245222,8,54.9298,OUT049,1999,1.0,1,1,1348.245
FDZ27,7.935,1,0.017253305,1,51.435,OUT017,2007,2.0,2,1,499.35
FDZ46,7.485,1,0.069231189,7,112.1228,OUT049,1999,1.0,1,1,1215.7508
FDI46,9.5,1,0.074648119,7,253.3724,OUT018,2009,1.0,3,3,755.0172
NCW53,18.35,1,0.030542489,10,193.1162,OUT049,1999,1.0,1,1,2693.8268
FDY52,6.365,1,0.007359711,8,60.1536,OUT049,1999,1.0,1,1,490.0288
FDU07,11.1,1,0.059940022,4,149.1366,OUT049,1999,1.0,1,1,4231.8248
NCQ05,11.395,1,0.0,10,149.2708,OUT017,2007,2.0,2,1,2407.5328
FDT16,9.895,2,0.048860587,8,260.2278,OUT018,2009,1.0,3,3,4165.2448
NCJ17,7.68,1,0.153419412,10,86.4224,OUT017,2007,2.0,2,1,511.3344
NCY29,13.65,1,0.077219509,10,56.493,OUT035,2004,2.0,2,1,509.337
NCQ18,15.75,1,0.13504726,5,98.57,OUT035,2004,2.0,2,1,2496.75
FDS02,10.195,2,0.146094132,1,196.1794,OUT049,1999,1.0,1,1,2926.191
NCK31,10.895,1,0.027157955,14,50.2666,OUT018,2009,1.0,3,3,820.2656
FDH60,12.6,2,0.080346058,6,195.711,OUT027,1985,1.0,3,4,5499.508
FDO19,17.7,2,0.016596645,4,48.3034,OUT046,1997,2.0,1,1,777.6544
DRF37,17.25,1,0.084316691,2,263.391,OUT035,2004,2.0,2,1,6311.784
FDN21,18.6,1,0.076791671,7,161.0236,OUT013,1987,3.0,3,1,3705.8428
FDM14,13.8,1,0.01326146,12,108.0254,OUT035,2004,2.0,2,1,759.6778
FDO08,11.1,2,0.0,4,165.5526,OUT018,2009,1.0,3,3,1973.4312
FDS27,10.195,2,0.012528611,3,195.111,OUT017,2007,2.0,2,1,3731.809
DRM59,5.88,1,0.003597678,11,153.8998,OUT049,1999,1.0,1,1,2922.1962
NCO29,11.15,1,0.032438645,10,163.0526,OUT017,2007,2.0,2,1,2302.3364
FDC32,12.6,1,0.173527068,4,92.0462,OUT019,1985,2.0,1,2,277.6386
DRA12,11.6,1,0.041112694,2,142.0154,OUT018,2009,1.0,3,3,850.8924
FDI14,12.6,1,0.089243504,12,139.2496,OUT027,1985,1.0,3,4,1976.0944
DRG51,12.1,1,0.011539622,1,163.5526,OUT046,1997,2.0,1,1,2302.3364
FDR33,12.6,1,0.04690397,7,110.657,OUT019,1985,2.0,1,2,659.142
FDS23,4.635,1,0.141686037,13,126.9994,OUT017,2007,2.0,2,1,1798.9916
NCF43,8.51,1,0.052051256,5,142.247,OUT045,2002,2.0,2,1,2004.058
DRN37,9.6,1,0.09627919,2,167.3158,OUT035,2004,2.0,2,1,1838.2738
FDX57,17.25,2,0.047533568,7,96.9068,OUT017,2007,2.0,2,1,1458.102
NCC42,15.0,1,0.04499948,10,140.4838,OUT045,2002,2.0,2,1,1685.8056
FDS47,16.75,1,0.12888573,13,87.6856,OUT046,1997,2.0,1,1,1494.0552
DRK35,8.365,1,0.120256303,11,39.2506,OUT010,1998,2.0,3,2,75.9012
DRF37,12.6,1,0.0,2,261.291,OUT019,1985,2.0,1,2,788.973
DRI23,18.85,1,0.137755834,11,161.8578,OUT018,2009,1.0,3,3,3530.0716
FDB28,6.615,1,0.093913607,1,198.7426,OUT017,2007,2.0,2,1,1186.4556
FDU50,5.75,2,0.075287081,1,115.3176,OUT049,1999,1.0,1,1,572.588
FDD22,10.0,1,0.100055625,7,113.3544,OUT018,2009,1.0,3,3,3467.4864
FDG04,13.1,1,0.006061565,8,188.9898,OUT035,2004,2.0,2,1,4303.0654
FDM08,10.1,2,0.053667516,4,223.0088,OUT049,1999,1.0,1,1,671.1264
FDI28,12.6,1,0.026194237,8,79.0302,OUT027,1985,1.0,3,4,1901.5248
FDM57,11.65,2,0.076002991,7,83.4908,OUT045,2002,2.0,2,1,503.3448
NCS17,12.6,1,0.080111611,10,94.6436,OUT027,1985,1.0,3,4,4065.3748
FDX44,9.3,1,0.043141572,4,90.4172,OUT018,2009,1.0,3,3,1249.0408
DRE03,19.6,1,0.024276035,1,45.3718,OUT045,2002,2.0,2,1,614.5334
FDT46,11.35,1,0.03093263,7,51.5008,OUT018,2009,1.0,3,3,607.2096
FDW60,5.44,2,0.017096552,6,178.137,OUT045,2002,2.0,2,1,3175.866
FDE44,14.65,1,0.172357491,4,50.8692,OUT017,2007,2.0,2,1,788.3072
FDT24,12.35,2,0.185824165,6,78.5328,OUT035,2004,2.0,2,1,695.0952
FDO20,12.85,2,0.152988295,4,253.7382,OUT017,2007,2.0,2,1,2271.0438
FDV47,17.1,1,0.0,13,85.5566,OUT049,1999,1.0,1,1,1860.2452
FDZ26,11.6,2,0.143897558,1,240.6222,OUT013,1987,3.0,3,1,2868.2664
FDK48,7.445,1,0.037845086,6,75.5354,OUT017,2007,2.0,2,1,1956.1204
FDX32,12.6,2,0.1748389,4,142.8786,OUT019,1985,2.0,1,2,433.4358
FDE56,12.6,2,0.278730642,4,63.2194,OUT019,1985,2.0,1,2,247.6776
DRJ01,6.135,1,0.115500999,2,161.1236,OUT018,2009,1.0,3,3,644.4944
FDC53,8.68,1,0.01478914,8,97.7384,OUT010,1998,2.0,3,2,98.5384
NCN07,18.5,1,0.033938279,14,132.5284,OUT035,2004,2.0,2,1,1318.284
FDI28,14.3,1,0.026299797,8,79.4302,OUT013,1987,3.0,3,1,1743.0644
NCO55,12.6,1,0.159394437,14,105.6938,OUT019,1985,2.0,1,2,214.3876
FDP46,15.35,1,0.0,7,88.283,OUT046,1997,2.0,1,1,1797.66
FDX26,17.7,1,0.0,1,182.5292,OUT013,1987,3.0,3,1,2736.438
FDD56,15.2,2,0.10377827,4,175.6054,OUT046,1997,2.0,1,1,2451.4756
FDP12,9.8,2,0.045522854,6,35.0874,OUT017,2007,2.0,2,1,352.874
FDT40,12.6,1,0.095331433,8,125.5678,OUT027,1985,1.0,3,4,2543.356
FDV57,15.25,2,0.0,7,179.766,OUT018,2009,1.0,3,3,3056.022
FDZ09,17.6,1,0.105472205,7,165.6868,OUT017,2007,2.0,2,1,3111.9492
FDA07,7.55,2,0.030938774,4,121.0072,OUT035,2004,2.0,2,1,2082.6224
FDV36,12.6,1,0.026174636,6,127.102,OUT027,1985,1.0,3,4,3415.554
FDQ01,19.7,2,0.160671255,12,254.7014,OUT035,2004,2.0,2,1,3570.0196
FDW46,13.0,2,0.070243155,7,65.7484,OUT013,1987,3.0,3,1,391.4904
FDW19,12.6,2,0.038313981,4,109.957,OUT027,1985,1.0,3,4,4504.137
FDY01,11.8,2,0.170548238,12,113.8834,OUT049,1999,1.0,1,1,1382.2008
FDG60,20.35,1,0.060794097,6,233.6616,OUT049,1999,1.0,1,1,2577.9776
FDL22,16.85,1,0.036446751,7,90.3488,OUT049,1999,1.0,1,1,996.0368
DRK01,7.63,1,0.061188147,2,94.0436,OUT045,2002,2.0,2,1,1134.5232
FDO12,15.75,1,0.054884821,6,195.3452,OUT013,1987,3.0,3,1,1761.7068
FDX12,18.2,2,0.026064486,6,241.8196,OUT046,1997,2.0,1,1,4097.3332
FDR28,13.85,2,0.025936747,8,164.921,OUT049,1999,1.0,1,1,2609.936
FDH57,10.895,1,0.035949725,4,132.9284,OUT017,2007,2.0,2,1,3295.71
FDC04,15.6,1,0.045168898,1,242.9854,OUT018,2009,1.0,3,3,2175.1686
NCI06,11.3,1,0.04767798,5,181.466,OUT013,1987,3.0,3,1,3775.086
NCY53,20.0,1,0.058812134,10,111.6544,OUT017,2007,2.0,2,1,1565.9616
FDR22,19.35,2,0.018667601,7,112.9544,OUT017,2007,2.0,2,1,2908.2144
FDM33,15.6,1,0.087646694,7,221.5798,OUT013,1987,3.0,3,1,5509.495
FDO57,12.6,1,0.19033746,7,159.4578,OUT019,1985,2.0,1,2,160.4578
FDO56,10.195,2,0.045165796,4,118.4808,OUT018,2009,1.0,3,3,1640.5312
FDO58,12.6,1,0.039385518,7,164.8526,OUT027,1985,1.0,3,4,2631.2416
FDQ45,9.5,2,0.010914988,7,183.8608,OUT035,2004,2.0,2,1,2572.6512
FDO60,12.6,1,0.034203092,6,43.3086,OUT027,1985,1.0,3,4,624.5204
FDI34,10.65,2,0.085268317,7,229.7668,OUT049,1999,1.0,1,1,3916.2356
FDJ26,12.6,2,0.084354713,12,215.5218,OUT027,1985,1.0,3,4,4915.6014
FDV08,7.35,1,0.028571132,4,40.8454,OUT013,1987,3.0,3,1,587.2356
DRD60,15.7,1,0.037383778,2,179.7634,OUT018,2009,1.0,3,3,1817.634
FDX20,12.6,1,0.042354152,4,227.272,OUT027,1985,1.0,3,4,7017.532
FDG59,15.85,1,0.043410693,16,39.4164,OUT018,2009,1.0,3,3,154.4656
FDN58,13.8,2,0.056872392,7,231.1984,OUT046,1997,2.0,1,1,5097.3648
FDV48,9.195,2,0.051573903,6,79.8644,OUT013,1987,3.0,3,1,785.644
FDA15,9.3,1,0.016113019,1,248.8092,OUT017,2007,2.0,2,1,5976.2208
FDI19,15.1,1,0.052295514,3,242.9512,OUT013,1987,3.0,3,1,4847.024
FDX19,19.1,1,0.097127867,4,234.4958,OUT018,2009,1.0,3,3,1635.8706
FDO52,11.6,2,0.077284566,8,172.4106,OUT049,1999,1.0,1,1,4277.765
NCO05,7.27,1,0.046653872,10,98.6384,OUT045,2002,2.0,2,1,1970.768
NCP17,19.35,1,0.02775746,10,62.5168,OUT049,1999,1.0,1,1,1534.0032
FDK56,9.695,1,0.0,4,186.7898,OUT010,1998,2.0,3,2,561.2694
NCG43,20.2,1,0.0,5,94.1462,OUT046,1997,2.0,1,1,832.9158
DRM59,12.6,1,0.003574698,11,154.6998,OUT027,1985,1.0,3,4,3229.7958
FDA47,10.5,2,0.11733375,6,164.121,OUT017,2007,2.0,2,1,2773.057
FDY20,12.5,2,0.081684728,4,92.3488,OUT013,1987,3.0,3,1,1177.1344
FDZ22,12.6,1,0.079261744,7,81.825,OUT019,1985,2.0,1,2,83.225
FDB52,17.75,1,0.030410273,1,256.0672,OUT013,1987,3.0,3,1,2045.3376
NCS29,9.0,1,0.069938838,10,264.8884,OUT017,2007,2.0,2,1,2914.8724
DRC12,17.85,1,0.037885683,2,190.4188,OUT049,1999,1.0,1,1,952.094
FDP13,12.6,2,0.235183205,12,41.548,OUT019,1985,2.0,1,2,79.896
DRF23,4.61,1,0.123151947,11,175.2396,OUT018,2009,1.0,3,3,2093.2752
FDB56,8.75,2,0.074565098,4,186.8556,OUT013,1987,3.0,3,1,7322.4684
FDQ47,7.155,2,0.169137707,13,35.2874,OUT017,2007,2.0,2,1,388.1614
FDY39,12.6,2,0.0,3,182.0608,OUT027,1985,1.0,3,4,7717.9536
FDY36,12.3,1,0.009429612,6,71.338,OUT045,2002,2.0,2,1,1098.57
NCM17,7.93,1,0.071076672,10,44.9086,OUT013,1987,3.0,3,1,802.9548
DRN35,8.01,1,0.070234306,11,34.9532,OUT035,2004,2.0,2,1,539.298
FDK22,9.8,1,0.043663452,7,217.185,OUT010,1998,2.0,3,2,432.77
FDI07,12.6,2,0.059110912,3,199.3426,OUT019,1985,2.0,1,2,395.4852
DRK37,5.0,1,0.0,2,190.453,OUT010,1998,2.0,3,2,379.506
NCP05,19.6,1,0.042324556,10,150.9024,OUT010,1998,2.0,3,2,303.6048
NCD42,16.5,1,0.012657494,10,36.3506,OUT049,1999,1.0,1,1,872.8638
FDW11,12.6,1,0.048857925,13,61.0194,OUT049,1999,1.0,1,1,1052.6298
FDI14,14.1,1,0.090185027,12,140.2496,OUT017,2007,2.0,2,1,2681.8424
NCY42,6.38,1,0.015186146,5,144.947,OUT049,1999,1.0,1,1,3435.528
FDV26,20.25,2,0.0,1,194.2794,OUT049,1999,1.0,1,1,4291.7468
FDX15,12.6,1,0.155541973,3,159.7578,OUT027,1985,1.0,3,4,641.8312
NCG07,12.3,1,0.052502049,5,190.853,OUT046,1997,2.0,1,1,4364.319
FDC44,15.6,1,0.172596885,4,114.8518,OUT046,1997,2.0,1,1,2163.1842
FDC47,15.0,1,0.118868155,7,229.4694,OUT035,2004,2.0,2,1,5937.6044
NCK53,11.6,1,0.037639672,10,98.4042,OUT049,1999,1.0,1,1,1388.8588
FDY49,12.6,2,0.021031586,12,164.7184,OUT019,1985,2.0,1,2,495.3552
NCM07,12.6,1,0.069968018,14,83.9908,OUT019,1985,2.0,1,2,167.7816
FDR47,17.85,1,0.087963415,13,193.3794,OUT017,2007,2.0,2,1,4291.7468
FDS59,14.8,2,0.043885147,13,108.757,OUT035,2004,2.0,2,1,1867.569
DRK47,7.905,1,0.064163983,11,229.9694,OUT049,1999,1.0,1,1,4567.388
FDZ27,12.6,1,0.0,1,51.235,OUT019,1985,2.0,1,2,49.935
FDE36,12.6,2,0.0,6,165.5868,OUT027,1985,1.0,3,4,5404.9644
FDM51,11.8,2,0.02592132,3,101.9674,OUT035,2004,2.0,2,1,1731.7458
FDY48,14.0,1,0.023734872,6,103.2332,OUT046,1997,2.0,1,1,1845.5976
FDA35,14.85,2,0.053921264,6,123.0072,OUT049,1999,1.0,1,1,1960.1152
NCL31,7.39,1,0.120770963,14,143.447,OUT018,2009,1.0,3,3,2290.352
FDC47,15.0,1,0.118791698,7,229.9694,OUT013,1987,3.0,3,1,4339.0186
FDI26,12.6,1,0.034717799,12,179.4344,OUT027,1985,1.0,3,4,6066.7696
FDQ16,19.7,1,0.041823046,8,108.0912,OUT045,2002,2.0,2,1,1965.4416
FDK15,10.8,1,0.164724567,3,98.4042,OUT010,1998,2.0,3,2,99.2042
NCO53,12.6,1,0.174336148,10,184.0608,OUT027,1985,1.0,3,4,6431.628
FDG12,12.6,2,0.006295472,6,122.4098,OUT027,1985,1.0,3,4,3735.8038
FDU28,12.6,2,0.093463546,8,189.1214,OUT027,1985,1.0,3,4,2261.0568
FDI20,12.6,1,0.067520165,4,211.3586,OUT019,1985,2.0,1,2,422.1172
DRN37,9.6,1,0.161182103,2,165.3158,OUT010,1998,2.0,3,2,334.2316
FDD28,10.695,1,0.053296868,8,59.6904,OUT046,1997,2.0,1,1,937.4464
FDP31,21.1,2,0.161474419,4,62.9168,OUT035,2004,2.0,2,1,1086.5856
DRD27,12.6,1,0.041740624,1,98.3042,OUT019,1985,2.0,1,2,198.4084
DRF01,12.6,1,0.306542848,2,147.3102,OUT019,1985,2.0,1,2,291.6204
DRD25,6.135,1,0.079293753,2,111.286,OUT018,2009,1.0,3,3,2263.72
FDD53,16.2,1,0.044472637,8,43.3454,OUT017,2007,2.0,2,1,922.7988
FDQ24,15.7,1,0.073816097,6,253.4724,OUT045,2002,2.0,2,1,2013.3792
FDY49,17.2,2,0.012080016,12,164.4184,OUT017,2007,2.0,2,1,2641.8944
NCP18,12.15,1,0.02859825,5,150.4708,OUT046,1997,2.0,1,1,2257.062
FDT07,12.6,2,0.076944658,4,257.133,OUT027,1985,1.0,3,4,7433.657
FDG46,8.63,2,0.055084019,7,114.7518,OUT010,1998,2.0,3,2,455.4072
FDH50,15.0,2,0.162093059,12,182.5266,OUT018,2009,1.0,3,3,1290.9862
FDS40,12.6,1,0.024546148,8,34.619,OUT019,1985,2.0,1,2,36.619
FDZ60,12.6,1,0.118783796,6,108.5596,OUT027,1985,1.0,3,4,1725.7536
FDG38,8.975,2,0.052836076,12,86.6224,OUT045,2002,2.0,2,1,1619.2256
FDG31,12.15,1,0.037889224,3,64.7826,OUT035,2004,2.0,2,1,904.1564
FDS39,6.895,1,0.022587621,3,143.7812,OUT017,2007,2.0,2,1,1994.7368
FDL22,12.6,1,0.036213953,7,92.5488,OUT027,1985,1.0,3,4,2625.9152
FDQ20,8.325,1,0.029779207,4,39.3138,OUT035,2004,2.0,2,1,974.7312
DRB24,8.785,1,0.020693619,2,153.1656,OUT017,2007,2.0,2,1,1853.5872
DRI51,12.6,1,0.042037073,1,172.6764,OUT027,1985,1.0,3,4,6183.9504
FDJ60,19.35,2,0.062516602,6,163.9184,OUT035,2004,2.0,2,1,3137.2496
FDB40,17.5,2,0.012620221,1,144.8102,OUT010,1998,2.0,3,2,291.6204
FDO15,16.75,2,0.008615,3,72.4038,OUT017,2007,2.0,2,1,739.038
FDI53,8.895,2,0.137618927,8,161.5236,OUT035,2004,2.0,2,1,1772.3596
FDZ14,7.71,2,0.047588696,1,122.4756,OUT046,1997,2.0,1,1,605.878
NCD54,12.6,1,0.050790917,5,142.7786,OUT019,1985,2.0,1,2,144.4786
FDF28,15.7,2,0.037864721,8,124.1046,OUT046,1997,2.0,1,1,1120.5414
FDD39,16.7,1,0.070551723,1,217.685,OUT017,2007,2.0,2,1,2163.85
NCN54,20.35,1,0.021326471,5,76.1328,OUT046,1997,2.0,1,1,772.328
NCO41,12.5,1,0.018955479,10,100.1384,OUT017,2007,2.0,2,1,2167.8448
FDH45,15.1,2,0.105666833,4,41.6796,OUT046,1997,2.0,1,1,495.3552
NCD55,14.0,1,0.040725405,5,43.4454,OUT010,1998,2.0,3,2,41.9454
DRK35,8.365,1,0.072252888,11,39.6506,OUT017,2007,2.0,2,1,834.9132
FDM25,10.695,2,0.061008889,9,177.5712,OUT017,2007,2.0,2,1,2636.568
NCW30,5.21,1,0.011007815,5,259.5962,OUT035,2004,2.0,2,1,2848.9582
FDU15,13.65,2,0.0,3,37.9532,OUT045,2002,2.0,2,1,575.2512
DRN35,8.01,1,0.070247589,11,37.5532,OUT046,1997,2.0,1,1,1366.2216
FDN28,5.88,2,0.030294931,8,104.099,OUT049,1999,1.0,1,1,412.796
NCK29,5.615,1,0.210511558,10,121.373,OUT010,1998,2.0,3,2,123.173
FDA49,19.7,1,0.0650227,12,87.0198,OUT049,1999,1.0,1,1,697.7584
FDE40,12.6,2,0.173587926,1,60.0194,OUT019,1985,2.0,1,2,123.8388
FDD52,18.25,2,0.183579854,1,110.857,OUT049,1999,1.0,1,1,1977.426
FDZ31,15.35,2,0.113678422,4,189.7504,OUT018,2009,1.0,3,3,2492.7552
FDA13,12.6,1,0.078174543,12,39.9506,OUT027,1985,1.0,3,4,721.0614
FDU08,10.3,1,0.027292686,4,101.2042,OUT013,1987,3.0,3,1,396.8168
FDU15,13.65,2,0.026602089,3,35.1532,OUT046,1997,2.0,1,1,790.9704
FDD45,8.615,1,0.116226984,4,95.9436,OUT035,2004,2.0,2,1,2741.7644
FDY50,5.8,1,0.131221393,1,87.8172,OUT045,2002,2.0,2,1,1070.6064
FDD08,8.3,1,0.035409328,4,36.2506,OUT049,1999,1.0,1,1,834.9132
NCE30,16.0,1,0.0,5,210.4902,OUT045,2002,2.0,2,1,3610.6334
FDB05,5.155,1,0.083327693,8,247.2776,OUT049,1999,1.0,1,1,5944.2624
FDS09,8.895,2,0.08125293,7,49.8008,OUT045,2002,2.0,2,1,1062.6168
FDZ07,15.1,2,0.0,4,63.7194,OUT018,2009,1.0,3,3,1362.2268
FDS57,15.5,1,0.103422709,7,144.847,OUT035,2004,2.0,2,1,1717.764
FDX28,6.325,1,0.125688044,8,100.9042,OUT018,2009,1.0,3,3,2083.2882
FDN56,12.6,2,0.187443314,4,145.8786,OUT019,1985,2.0,1,2,288.9572
FDX44,9.3,1,0.04295842,4,89.3172,OUT035,2004,2.0,2,1,2051.9956
NCF19,12.6,1,0.034938717,5,49.0034,OUT027,1985,1.0,3,4,826.2578
NCA17,20.6,1,0.045603215,10,149.2392,OUT018,2009,1.0,3,3,4026.7584
FDY40,15.5,2,0.085834992,8,49.6692,OUT046,1997,2.0,1,1,788.3072
NCX54,9.195,1,0.048050783,5,105.6622,OUT035,2004,2.0,2,1,1693.7952
FDK28,5.695,1,0.065589906,8,258.2646,OUT046,1997,2.0,1,1,5410.9566
FDI32,12.6,1,0.173529036,4,113.2834,OUT027,1985,1.0,3,4,4376.9692
FDT11,5.94,2,0.029492018,13,188.0556,OUT018,2009,1.0,3,3,938.778
FDO32,6.36,1,0.121225455,4,45.906,OUT017,2007,2.0,2,1,1118.544
DRJ01,12.6,1,0.114475357,2,160.9236,OUT027,1985,1.0,3,4,2255.7304
FDW02,4.805,2,0.0,1,123.9704,OUT045,2002,2.0,2,1,2253.0672
NCK30,14.85,1,0.060927824,5,254.8698,OUT013,1987,3.0,3,1,4819.7262
NCM43,14.5,1,0.019459164,14,161.621,OUT013,1987,3.0,3,1,2120.573
FDJ14,10.3,2,0.050070476,12,77.896,OUT046,1997,2.0,1,1,1278.336
FDE59,12.15,1,0.06227604,16,37.9532,OUT035,2004,2.0,2,1,1078.596
