Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG50,OUT019,235.4699054
FDW20,OUT045,1957.249946
NCO55,OUT049,1806.638268
FDX48,OUT046,2569.836552
FDU48,OUT046,2009.648251
FDR48,OUT019,325.8688783
FDK27,OUT013,2113.698286
FDT35,OUT013,2410.147416
FDN12,OUT049,1744.017736
NCE31,OUT019,130.7062954
FDL21,OUT017,762.8784087
FDV56,OUT017,1749.093547
FDR16,OUT017,3782.323771
NCP41,OUT049,1729.368794
FDJ27,OUT013,1441.15632
FDA07,OUT017,2108.043775
FDK55,OUT049,1293.325595
FDM33,OUT049,3706.306861
FDY46,OUT046,2979.235961
FDD36,OUT046,1872.615286
FDB12,OUT027,2729.691396
FDF28,OUT019,363.989625
NCE07,OUT019,358.2797037
FDW50,OUT027,4641.794341
NCW18,OUT017,3911.979573
NCJ17,OUT019,205.107914
DRZ24,OUT010,229.9059733
FDS07,OUT035,1878.955529
NCW05,OUT010,240.6405646
FDZ22,OUT018,1073.818703
FDK02,OUT046,1955.148278
FDZ45,OUT027,5258.966123
FDL25,OUT046,1652.059273
FDS08,OUT045,2650.254931
NCZ42,OUT027,6171.348203
FDX57,OUT035,1607.8896
FDF21,OUT046,3372.724536
FDJ56,OUT018,1332.903249
FDX10,OUT013,627.8938256
DRG48,OUT035,2383.577563
DRN37,OUT046,2445.966382
NCY41,OUT018,632.027247
FDN28,OUT045,1702.149464
FDE34,OUT045,2720.304246
FDR10,OUT045,2613.875169
FDC32,OUT017,1454.580371
DRG13,OUT046,2522.702074
FDP59,OUT049,1677.740326
NCT53,OUT010,411.7992523
FDL57,OUT027,6392.024446
FDN32,OUT010,457.2321243
FDK09,OUT018,3174.420577
FDA52,OUT010,418.9668197
FDC57,OUT049,3302.192065
FDI09,OUT035,4096.798161
NCB07,OUT046,3004.70236
FDP26,OUT035,1604.604633
FDP40,OUT027,2935.332986
FDL15,OUT013,2671.21755
FDV07,OUT046,1749.963109
FDS03,OUT017,931.8324591
FDE50,OUT049,3245.791222
FDQ15,OUT017,1211.624399
FDQ33,OUT010,322.6399021
FDT22,OUT013,938.267485
DRO35,OUT035,2061.40355
FDJ41,OUT049,4363.099232
FDQ27,OUT035,1866.719995
FDC26,OUT017,1835.997366
NCF43,OUT027,3894.618453
NCR50,OUT035,2617.985507
FDE39,OUT018,1512.116585
FDN49,OUT027,1271.384006
DRG11,OUT035,1796.594237
NCA18,OUT049,1903.090593
FDM36,OUT018,2380.710421
FDW32,OUT017,1258.115869
NCQ18,OUT010,209.0293197
FDX14,OUT027,2048.678546
FDD46,OUT017,2363.473152
FDI34,OUT019,658.3033803
NCJ17,OUT035,1370.228179
FDB52,OUT035,4342.247929
FDV55,OUT018,2127.557287
FDC57,OUT046,3105.687895
FDB29,OUT046,1882.40215
NCO43,OUT035,1802.843519
FDG44,OUT045,815.1236912
FDJ34,OUT045,1947.448186
FDH40,OUT049,1295.659595
NCD07,OUT027,2976.195032
FDB41,OUT017,790.1221271
FDH47,OUT018,1336.484755
DRK37,OUT035,3142.201314
FDM25,OUT019,512.5907448
NCX06,OUT045,2894.919406
NCS05,OUT017,2364.370432
FDS39,OUT045,2164.476729
FDC47,OUT027,5787.127579
FDG20,OUT013,2719.591757
DRL23,OUT017,1879.929795
FDY33,OUT013,2348.183337
NCH18,OUT045,3695.951406
FDX47,OUT035,2958.903422
NCB06,OUT045,2586.908114
FDP36,OUT049,798.143563
FDW44,OUT018,2441.143975
NCU41,OUT018,2723.410465
NCS17,OUT046,1469.829312
FDD46,OUT035,2465.584729
FDE45,OUT017,2951.916649
FDI09,OUT017,4236.141657
NCJ54,OUT010,564.583526
NCA29,OUT018,2406.082205
NCN41,OUT027,3230.812325
FDY34,OUT035,3056.925031
NCG55,OUT035,1862.57024
DRM49,OUT046,738.4540044
NCB42,OUT049,1895.272608
FDE58,OUT045,1894.613854
DRJ25,OUT013,875.6754534
FDS47,OUT010,210.5362479
FDY21,OUT049,3261.779648
NCI54,OUT013,1850.925852
FDO24,OUT017,2532.176425
FDY43,OUT035,2974.102615
FDF35,OUT018,1676.979586
NCP29,OUT019,172.6928619
FDN28,OUT027,2640.892671
FDJ50,OUT018,761.5287293
FDQ14,OUT027,4225.216406
FDC37,OUT035,1747.988405
FDN08,OUT046,2101.65446
FDD04,OUT035,2300.322285
FDW34,OUT018,3233.953954
FDP04,OUT017,1075.165666
NCG07,OUT017,3120.09137
NCN14,OUT018,2617.821145
FDJ16,OUT045,957.2232662
NCM42,OUT045,1610.517267
NCF19,OUT046,776.9232522
FDY21,OUT018,2746.80389
FDY19,OUT035,1930.527061
FDV09,OUT045,2380.914036
FDA28,OUT013,1845.043195
FDC38,OUT018,2004.010816
FDL28,OUT045,3627.329284
NCH43,OUT049,3768.882036
NCN53,OUT045,652.4797951
NCW05,OUT017,1869.362662
NCO30,OUT018,2607.527308
FDT04,OUT019,134.5447139
FDB27,OUT018,2649.742724
NCK07,OUT013,2613.030361
NCA53,OUT013,823.084831
FDB33,OUT018,2226.885242
FDU37,OUT017,1449.212617
FDR13,OUT035,2136.872301
FDE45,OUT049,3116.906106
FDV37,OUT017,3609.544953
FDX44,OUT019,222.924267
NCL06,OUT017,4228.055955
FDJ28,OUT045,3020.584366
FDX55,OUT049,3761.3558
NCK17,OUT018,622.7569998
FDH52,OUT035,1080.814216
FDN13,OUT027,2690.012258
FDK44,OUT018,2547.884361
FDU16,OUT046,1281.925396
FDZ07,OUT017,889.6515
NCN06,OUT027,4494.43677
FDH02,OUT010,242.4489949
NCW18,OUT045,3744.762732
FDH57,OUT013,2190.353283
FDV35,OUT045,2561.260825
NCU29,OUT013,2397.783421
NCP02,OUT046,910.0510479
FDN44,OUT013,2849.018865
FDX03,OUT018,606.0476573
FDR11,OUT010,374.7167254
FDA36,OUT046,2812.749606
FDP58,OUT027,5591.817714
FDH31,OUT045,1404.185541
FDH34,OUT035,3256.106698
FDS13,OUT035,4158.348471
FDT01,OUT018,3096.897657
FDY09,OUT049,3025.36547
FDV33,OUT027,6429.8186
NCW29,OUT010,306.05575
NCN17,OUT045,1592.589309
FDX01,OUT046,1913.966915
FDL03,OUT049,3386.672296
DRL59,OUT049,900.718169
DRM11,OUT027,6114.110083
FDA43,OUT049,3453.895606
FDZ56,OUT010,402.0236615
FDI44,OUT018,1044.503076
FDB50,OUT013,1188.56213
FDU15,OUT019,123.1438816
NCJ19,OUT019,175.9036913
FDD48,OUT013,1884.763941
NCW42,OUT035,3774.762457
FDL24,OUT017,3241.76454
NCB30,OUT013,3506.773998
FDK25,OUT013,2426.274263
FDW28,OUT049,3277.816166
FDD47,OUT017,3139.445339
FDK16,OUT019,220.6038424
FDW37,OUT046,1407.357887
FDA48,OUT035,3578.036497
FDA14,OUT017,2219.071743
FDV15,OUT013,1627.591411
FDN22,OUT049,4154.825736
NCD55,OUT045,648.4671201
FDY43,OUT013,2858.875172
NCU05,OUT017,1318.812649
FDF10,OUT035,2622.726544
FDR39,OUT018,2748.711993
FDG40,OUT013,663.2445605
FDZ28,OUT019,362.6847792
FDE02,OUT045,1414.886023
FDU60,OUT049,2841.976621
FDM21,OUT013,4452.298726
FDV52,OUT019,307.4559468
NCW06,OUT013,3351.554536
FDX36,OUT035,3757.892358
FDT35,OUT027,4104.63361
NCL19,OUT010,376.9658148
NCD31,OUT046,2732.621721
FDE53,OUT019,269.3302518
FDW58,OUT019,269.9039488
DRF48,OUT046,2843.649387
FDW57,OUT035,3054.666439
DRH13,OUT017,1620.237051
FDT33,OUT013,2641.596227
DRK47,OUT027,5573.669672
FDY22,OUT010,323.8055513
FDC35,OUT019,453.9280433
FDO03,OUT013,4002.480429
FDF24,OUT045,1189.972805
FDF56,OUT018,2670.857245
FDD28,OUT013,927.2644445
FDG53,OUT027,3783.294639
FDO27,OUT019,224.6474421
NCF54,OUT018,2547.847231
FDC20,OUT027,1470.35046
FDU10,OUT046,790.5517627
DRA24,OUT018,2247.347093
FDA02,OUT010,324.7509061
FDG10,OUT017,1025.616453
FDW39,OUT010,549.20471
FDP04,OUT019,178.9808328
NCM55,OUT013,2904.244424
FDG47,OUT045,3806.409926
NCU41,OUT017,3331.151104
NCK31,OUT017,1015.946322
FDZ46,OUT045,1603.093406
FDU13,OUT027,3868.705122
NCF19,OUT045,740.7639907
NCJ43,OUT013,3064.770192
NCJ05,OUT045,2393.91388
FDS04,OUT027,3750.247229
FDX28,OUT010,237.1940536
FDB41,OUT027,1358.05872
FDG53,OUT046,2264.539845
FDL15,OUT010,331.1209885
FDQ08,OUT049,897.850895
DRN36,OUT013,1590.829419
FDI46,OUT013,4365.511976
FDG16,OUT027,5523.80257
FDV32,OUT013,1018.052115
FDF44,OUT010,342.9984108
FDK04,OUT018,768.9668814
NCA41,OUT013,3227.203085
FDD51,OUT017,687.3222895
NCZ53,OUT045,2953.674335
FDP01,OUT027,4010.815582
FDY25,OUT049,3128.18893
FDB17,OUT018,2476.612456
NCV54,OUT018,1568.616536
FDJ32,OUT017,933.3517711
FDA37,OUT049,2105.662461
FDG35,OUT035,3340.230348
NCM05,OUT018,3455.884626
FDG45,OUT046,3287.022435
FDH28,OUT013,626.9672479
NCE18,OUT049,4249.739298
FDH38,OUT045,1882.928349
FDR56,OUT013,3126.589685
FDH17,OUT027,2474.622931
FDD39,OUT049,3793.526385
FDB41,OUT049,797.285252
NCR53,OUT046,3327.063671
FDX46,OUT017,975.9447779
FDV28,OUT049,659.7542541
FDA08,OUT018,2301.749175
FDH45,OUT017,675.004587
NCS38,OUT010,228.5747138
FDD40,OUT010,476.190311
DRM59,OUT035,2818.569906
NCJ43,OUT018,2440.238393
NCN29,OUT013,842.3299149
NCC19,OUT045,2842.270733
FDR56,OUT035,3339.704597
FDZ43,OUT049,4144.536846
FDJ32,OUT010,134.1050247
DRH03,OUT017,1272.958986
NCZ54,OUT035,2768.004864
FDE26,OUT017,2518.617347
FDS03,OUT045,915.841665
DRZ24,OUT019,280.362708
FDO48,OUT027,5825.345358
FDW39,OUT049,3126.93118
NCK05,OUT049,968.985374
NCK30,OUT017,4169.64576
FDT27,OUT018,3237.377617
FDS08,OUT019,414.7167682
NCJ19,OUT049,960.8059661
FDC58,OUT045,703.7473472
DRE37,OUT013,3298.950685
FDW02,OUT035,2352.949067
FDJ02,OUT010,402.4333467
FDX09,OUT045,2701.165466
FDT31,OUT010,462.8261907
FDI24,OUT049,3109.319023
FDY09,OUT045,2850.260487
FDV28,OUT045,695.9536822
DRM47,OUT049,3286.611963
FDT52,OUT019,757.8090649
FDI48,OUT018,702.1840237
FDY55,OUT017,4100.762206
FDU48,OUT013,2204.093266
FDN25,OUT045,907.6405602
FDP20,OUT049,2032.560281
FDJ15,OUT013,3183.303208
FDD04,OUT018,1999.20042
FDY58,OUT045,3482.274408
FDR37,OUT018,2553.582828
FDF44,OUT013,1996.068251
FDD32,OUT045,1152.34908
FDR57,OUT017,2974.215639
DRG39,OUT027,1514.231811
FDX15,OUT017,2575.272074
DRN37,OUT045,2636.602928
FDW40,OUT027,3759.123221
FDB32,OUT049,1371.928829
FDM40,OUT018,2069.650484
FDE39,OUT027,3293.540629
DRH49,OUT017,1138.0111
FDT46,OUT049,820.54723
NCF06,OUT035,4387.27976
FDP07,OUT017,3204.354899
FDC04,OUT013,4483.350302
FDZ32,OUT017,1709.743021
FDD50,OUT045,2752.564586
FDU56,OUT017,3108.471178
FDV34,OUT017,1243.783172
NCY41,OUT013,697.193545
NCK18,OUT046,2740.838175
DRH25,OUT049,769.1362661
FDT57,OUT046,3943.82209
FDV56,OUT018,1356.345344
FDV12,OUT045,1427.256697
FDN52,OUT017,1446.964479
FDX38,OUT035,727.2044781
FDE47,OUT018,1809.089125
NCO07,OUT013,3585.197715
FDV09,OUT027,4061.614065
FDZ23,OUT019,518.2990348
DRH51,OUT018,1129.525196
NCY54,OUT045,2665.275664
DRG49,OUT013,4518.059843
NCC19,OUT049,3381.341252
NCV53,OUT045,3672.920441
FDZ47,OUT019,284.9626377
NCO26,OUT018,1461.243643
NCP02,OUT045,884.406714
NCW30,OUT018,3510.861073
NCN55,OUT046,4047.188203
FDB20,OUT010,156.9592778
DRL11,OUT013,2515.465952
DRD60,OUT045,2868.713654
FDW14,OUT010,205.3498395
FDL27,OUT010,142.7613902
FDU09,OUT018,753.3690646
DRH36,OUT027,1962.117529
FDP34,OUT027,4197.310274
FDE04,OUT017,3273.289733
FDZ57,OUT027,3490.418439
FDF02,OUT010,235.9762251
FDG28,OUT045,3871.641995
NCI31,OUT046,763.0401504
FDT43,OUT013,857.4158262
FDU20,OUT046,1881.72969
FDD53,OUT013,751.3505053
FDW15,OUT045,2297.198011
NCT53,OUT045,2569.062109
NCG55,OUT027,3053.381404
FDD48,OUT035,1904.721234
FDG47,OUT049,4221.185526
FDI21,OUT017,1098.625678
FDT27,OUT017,4075.964395
DRO35,OUT013,1794.63234
FDD33,OUT017,4048.222394
FDC04,OUT035,4085.574558
FDY34,OUT013,2590.083757
DRJ49,OUT049,2086.010918
FDE05,OUT049,2414.277544
FDU31,OUT017,4008.071089
NCN19,OUT027,4736.618247
FDK56,OUT027,5049.480514
FDK58,OUT017,1782.848863
NCJ42,OUT035,1613.156085
FDZ34,OUT027,4602.608052
FDA52,OUT018,2503.542099
NCR29,OUT013,912.411123
FDT48,OUT035,3560.987831
DRJ51,OUT019,519.3674294
NCS54,OUT046,2946.107002
FDV01,OUT035,2745.383737
DRG51,OUT027,4595.993701
NCG42,OUT013,2233.915074
FDA51,OUT049,1877.516225
FDV19,OUT010,380.2485608
NCT18,OUT045,2869.184048
NCS41,OUT045,2815.548174
FDO03,OUT046,3958.351149
FDL12,OUT010,149.961228
FDY37,OUT010,384.7763086
FDI58,OUT049,1480.898693
FDT28,OUT018,2055.935809
NCC42,OUT010,322.4213318
FDO01,OUT017,2316.677703
FDJ02,OUT013,2247.320051
FDQ04,OUT018,623.6999784
DRL47,OUT013,1967.161544
FDZ32,OUT035,1785.592189
FDC35,OUT035,3413.560344
FDX14,OUT045,1051.302779
FDZ35,OUT013,1453.353169
FDL14,OUT013,2344.232389
FDO04,OUT049,875.7741125
DRK11,OUT017,2794.979827
FDB44,OUT018,2930.701774
FDZ50,OUT049,3221.611858
FDI12,OUT027,2357.210704
FDU43,OUT017,4058.533812
FDD58,OUT010,211.4252102
FDB27,OUT017,3109.545601
FDB04,OUT018,1016.174013
NCO17,OUT013,1928.563237
FDL12,OUT017,897.4356942
DRJ13,OUT049,2741.74804
FDD57,OUT045,1442.771741
FDW19,OUT035,1827.712184
DRD27,OUT018,1324.143312
FDH27,OUT027,4052.965663
NCW30,OUT027,6619.480527
FDR40,OUT018,1063.002047
FDG05,OUT013,2327.35769
NCY41,OUT019,133.7793112
FDI38,OUT018,2987.566138
FDR20,OUT046,695.6939693
FDE09,OUT017,1728.48038
FDN50,OUT019,289.6366233
DRF27,OUT045,2290.233077
DRF51,OUT013,733.5829176
NCO02,OUT019,187.8933195
FDB51,OUT027,1679.508176
FDJ50,OUT013,872.9628641
FDN52,OUT013,1193.560535
FDX14,OUT013,1245.356745
FDT27,OUT019,651.9038797
FDV10,OUT013,661.3861055
FDU33,OUT046,891.1047978
FDU58,OUT046,3319.84854
NCP42,OUT027,5293.51222
FDL51,OUT027,5930.019532
DRH15,OUT027,1359.540539
FDU16,OUT017,1415.874193
FDW15,OUT017,2507.275264
FDQ44,OUT045,1971.424196
NCI06,OUT027,4918.774032
DRK23,OUT019,602.5392406
FDC28,OUT035,1800.364532
NCY17,OUT019,145.1547055
NCV05,OUT018,2088.219022
FDM34,OUT019,308.4592001
DRD60,OUT027,5101.509885
FDT38,OUT046,1115.919666
FDQ57,OUT018,1970.58932
FDE59,OUT027,1190.753823
NCM43,OUT046,2814.612478
DRI51,OUT049,2927.648513
NCG30,OUT017,2077.15712
NCK54,OUT035,1869.956025
FDQ16,OUT019,270.1934391
FDI36,OUT013,3148.959401
FDX16,OUT027,3975.917118
FDA34,OUT046,2870.2042
FDJ48,OUT018,3245.093598
FDU47,OUT035,2446.265331
FDS39,OUT046,2242.335824
FDD11,OUT046,4033.58819
FDM16,OUT027,1898.664697
FDU56,OUT018,2669.237514
FDQ32,OUT017,1997.560226
DRK35,OUT013,722.8792351
FDA58,OUT049,3897.4877
DRG48,OUT019,354.2071306
FDT59,OUT010,661.8601363
FDQ31,OUT019,229.7657907
FDS51,OUT018,794.1702973
FDW32,OUT027,2302.724589
FDI15,OUT027,6775.252065
NCV30,OUT017,953.6055581
DRG25,OUT049,3304.171506
FDT02,OUT013,659.4252626
FDO33,OUT027,3037.165227
FDP38,OUT035,960.674829
FDZ45,OUT035,3343.227588
NCA54,OUT027,4923.974247
FDU33,OUT017,786.7945549
FDN58,OUT017,4149.687423
FDI05,OUT045,1139.168904
FDM57,OUT019,228.058251
NCS42,OUT027,2341.421369
FDB57,OUT045,3516.926841
FDC03,OUT045,3195.261529
FDZ58,OUT013,1988.263996
NCK29,OUT045,1833.345238
NCR53,OUT045,3423.098835
FDE26,OUT027,3802.719849
FDU52,OUT049,2688.899949
FDE41,OUT027,2180.227501
FDU38,OUT018,2792.874887
FDA52,OUT017,2953.460615
FDW46,OUT046,1058.647
DRI59,OUT035,3944.500633
FDT38,OUT035,1308.84857
FDL33,OUT018,2616.573069
FDQ01,OUT027,5663.049237
FDJ08,OUT046,2801.808277
FDQ47,OUT049,769.8268554
NCZ18,OUT013,4113.535265
FDE29,OUT017,912.6075992
FDF10,OUT027,3997.889948
FDC48,OUT049,1280.88156
FDY58,OUT013,3995.61575
NCX30,OUT010,684.8032146
FDV11,OUT013,2637.397304
FDT46,OUT046,829.0814181
DRD01,OUT019,154.1803543
FDQ11,OUT013,4058.692057
NCM41,OUT017,1567.859272
NCC55,OUT013,705.0603706
FDG45,OUT027,5691.0205
NCQ54,OUT049,2889.219228
FDM34,OUT045,2162.446339
FDD17,OUT019,594.8616607
FDN38,OUT027,5672.74797
FDB53,OUT018,2086.513601
NCL06,OUT035,4208.321783
NCV18,OUT019,203.9171332
FDX25,OUT013,3043.6036
FDB39,OUT046,762.4670268
FDC33,OUT049,3430.401772
NCO14,OUT018,605.5760299
FDA58,OUT027,6000.825777
NCQ02,OUT017,3259.096528
NCR53,OUT017,3569.62119
FDN52,OUT046,1483.221413
FDG26,OUT046,4253.73205
FDE23,OUT027,1227.870893
DRI37,OUT013,977.4639999
DRH37,OUT018,2482.120689
FDO01,OUT035,2228.344234
FDK45,OUT049,1898.924763
FDP23,OUT049,3698.632812
FDM33,OUT035,3608.610838
FDD36,OUT017,1998.432804
FDL56,OUT017,1313.538398
FDT27,OUT010,604.2174007
FDG52,OUT017,763.1025943
NCL42,OUT035,4117.811146
DRJ24,OUT046,2707.850229
FDV38,OUT046,678.8162149
FDT35,OUT045,2710.31604
FDY51,OUT045,3436.284959
FDC37,OUT017,1694.955904
NCP43,OUT013,2903.865265
FDO33,OUT045,1822.502136
FDW04,OUT018,1789.853444
NCC31,OUT046,2500.399034
FDK22,OUT049,3730.73625
FDJ50,OUT017,1018.476042
FDV13,OUT017,1630.006959
DRL60,OUT017,2431.63075
FDW03,OUT017,1724.715067
FDY27,OUT035,2928.162714
FDB39,OUT027,1508.498829
FDU59,OUT045,2456.006524
FDZ57,OUT049,2123.062725
FDO21,OUT049,3931.440343
FDS43,OUT018,2679.31848
FDU28,OUT010,450.47545
FDC51,OUT010,285.4841139
FDW16,OUT010,207.165139
FDP32,OUT010,251.2454035
FDB60,OUT019,477.8870804
NCQ30,OUT046,1889.872397
FDD26,OUT049,3227.845204
FDI44,OUT045,1153.971329
DRH23,OUT046,897.4041706
FDO44,OUT046,1570.547975
FDG04,OUT046,3142.669735
FDM32,OUT027,2373.090379
FDM09,OUT013,2575.369006
FDZ47,OUT013,1291.208376
FDM40,OUT027,3832.042661
FDY48,OUT017,1638.121061
NCM30,OUT045,705.3749397
FDX36,OUT010,537.6888063
DRF03,OUT017,609.6551576
FDN51,OUT049,4437.847919
FDM57,OUT049,1321.909265
FDB35,OUT049,1560.384943
FDY13,OUT027,2018.877446
FDA37,OUT017,2409.144423
NCX53,OUT017,2557.773894
FDD59,OUT018,1157.015637
FDX10,OUT019,136.0824765
FDC03,OUT018,2757.037539
FDW43,OUT035,3968.360361
FDW10,OUT046,2709.689003
FDY14,OUT027,6837.915744
FDV43,OUT045,729.3269584
FDO40,OUT013,2518.271834
FDP46,OUT027,2385.402683
NCE43,OUT019,370.3194281
FDD05,OUT035,2039.789995
FDJ60,OUT010,386.4607802
DRE27,OUT018,1260.610268
FDO11,OUT035,4546.659913
DRG11,OUT027,2822.247652
FDK33,OUT010,570.9947785
DRM23,OUT045,2736.907406
FDJ02,OUT027,3624.152143
NCZ05,OUT045,1568.503012
NCL30,OUT013,2126.759786
FDZ19,OUT018,2315.207987
FDM45,OUT049,2002.42169
FDO36,OUT046,2944.917381
NCK31,OUT045,902.2501447
DRJ37,OUT045,2317.927404
FDP24,OUT018,1679.486015
FDF46,OUT013,1857.319266
FDX46,OUT019,176.8059148
NCL18,OUT045,3075.187653
FDJ26,OUT013,3474.943379
FDJ07,OUT045,1690.86118
FDY15,OUT013,2359.829962
DRG01,OUT045,1089.548242
FDF58,OUT045,956.3105185
FDZ14,OUT019,295.0323749
FDP31,OUT049,994.0180265
FDH45,OUT013,656.9654396
FDA09,OUT010,423.0920503
FDW31,OUT035,3566.482146
FDA57,OUT046,701.982764
NCE55,OUT035,2843.307076
FDC17,OUT019,537.3021913
FDC59,OUT013,892.8095601
FDA22,OUT013,2561.132938
FDK52,OUT035,3741.416008
NCM26,OUT046,2724.048021
NCT53,OUT035,2938.576055
FDW45,OUT018,2098.536033
NCI18,OUT035,3893.970475
FDE38,OUT018,2233.991645
FDF08,OUT019,226.9223734
FDY58,OUT010,578.8018504
FDF58,OUT019,175.8066236
FDX39,OUT017,3706.106787
FDB44,OUT049,3755.169819
FDF28,OUT013,1817.734114
FDE39,OUT013,1971.61588
FDT37,OUT018,3619.314634
FDZ45,OUT017,3337.876343
FDO40,OUT035,2641.049502
FDM57,OUT027,2244.178447
DRG36,OUT017,2672.064892
FDY36,OUT010,160.8977359
DRL60,OUT027,4222.665654
FDS25,OUT019,303.6385462
DRF49,OUT027,3030.612896
FDP16,OUT045,3740.437639
FDS60,OUT049,3073.668806
FDU15,OUT027,1150.87179
FDK43,OUT046,1957.774948
FDN25,OUT046,1133.524503
FDE53,OUT049,1689.006115
FDB22,OUT013,2569.03821
FDE39,OUT017,1799.920685
FDX35,OUT035,4044.575956
NCG54,OUT049,2948.061924
FDH27,OUT035,2299.746797
NCK42,OUT013,3952.283969
FDS25,OUT049,1827.817873
FDI10,OUT018,2389.598808
FDU35,OUT035,1736.503557
FDI04,OUT017,3542.968185
DRK23,OUT035,4131.632801
FDB53,OUT019,317.3036921
FDY02,OUT049,4411.674873
FDM60,OUT035,729.8880563
NCJ31,OUT010,560.1746306
DRP35,OUT017,2124.918112
NCQ30,OUT018,1623.171564
DRL11,OUT010,384.6925495
FDU01,OUT013,2893.610949
FDR39,OUT035,3256.261514
FDO08,OUT046,2870.428076
FDC02,OUT045,3911.540696
NCZ29,OUT035,2166.786021
FDF29,OUT010,320.1271494
FDZ23,OUT017,3261.70883
NCU53,OUT018,2261.472632
NCW30,OUT013,4783.845863
NCM26,OUT027,3973.541295
FDV50,OUT027,3391.067475
FDW15,OUT049,2436.767836
FDI35,OUT027,4478.209081
FDO11,OUT017,4729.40554
FDN48,OUT046,1380.365548
NCA17,OUT049,2473.786666
NCN54,OUT013,1249.752683
FDP22,OUT013,734.3810632
NCB54,OUT035,2166.570014
FDD08,OUT045,607.1265794
DRM48,OUT010,99.85121014
FDG41,OUT027,2920.012338
FDE44,OUT027,1445.505886
FDE26,OUT035,2445.629101
NCS38,OUT013,1874.853866
NCJ54,OUT018,3173.64723
FDI40,OUT019,263.4229354
FDN45,OUT018,3308.795207
FDU43,OUT046,3930.645435
FDI04,OUT010,500.5024581
NCC07,OUT018,1436.87973
NCC07,OUT019,258.7092205
NCD18,OUT045,3660.95326
FDU55,OUT035,4360.431352
FDX59,OUT035,765.9022812
FDR52,OUT049,3293.967702
NCP17,OUT013,998.8695214
FDQ32,OUT045,1824.025194
NCT17,OUT049,3220.194354
FDO10,OUT049,893.0946844
FDE32,OUT049,636.5901989
FDN44,OUT045,2454.759203
FDH02,OUT035,1682.351214
FDK60,OUT013,1375.003466
FDS24,OUT019,234.0907129
FDL03,OUT010,496.2111672
FDB46,OUT027,5554.985078
FDO48,OUT049,3864.331994
FDZ39,OUT049,1526.565883
FDT02,OUT027,1128.681514
FDC50,OUT013,1378.784206
FDP39,OUT035,810.999269
DRG15,OUT018,763.2532977
FDP10,OUT018,1467.201395
FDF53,OUT027,4821.466614
FDN34,OUT045,2698.186119
FDK02,OUT045,1860.259864
FDC23,OUT045,2820.239516
FDJ10,OUT019,358.6086158
FDE53,OUT035,1821.701795
FDR25,OUT035,4406.887649
FDW50,OUT046,2440.019607
FDS09,OUT049,864.7250887
FDW49,OUT010,410.9556641
FDU51,OUT046,2708.925352
FDF28,OUT018,1680.149732
NCY30,OUT018,2584.904374
FDD44,OUT045,4002.695612
FDX09,OUT017,2992.632668
NCF30,OUT013,2071.412154
FDZ50,OUT019,455.5530153
FDW37,OUT013,1355.55833
FDD11,OUT049,4170.427292
DRH39,OUT018,939.7840375
FDA36,OUT049,3290.239619
NCG43,OUT049,1386.475405
FDF02,OUT035,1784.221923
FDP57,OUT027,2668.207656
NCE42,OUT017,4041.994313
NCR38,OUT027,6376.03281
FDP03,OUT019,311.3968346
FDO51,OUT035,741.1805704
NCQ42,OUT046,1932.246805
NCM41,OUT046,1466.689126
FDH48,OUT027,2212.709638
DRF60,OUT046,3627.611863
FDJ27,OUT035,1679.268666
FDQ14,OUT013,2626.098335
FDN27,OUT017,1836.036848
NCQ02,OUT046,3142.376967
FDJ33,OUT049,2074.055955
FDP07,OUT027,5321.642872
DRE01,OUT049,4036.634135
FDU36,OUT045,1456.70649
FDL28,OUT017,4106.742485
NCX53,OUT046,2357.83066
FDZ39,OUT013,1475.549222
NCP42,OUT013,3540.598059
FDJ14,OUT035,1489.704996
FDK04,OUT049,922.5914889
NCC19,OUT017,3136.059479
FDS09,OUT018,709.6648784
FDZ02,OUT046,1654.298722
FDD35,OUT018,1762.029187
NCY42,OUT017,2429.66372
FDB05,OUT045,3630.630582
FDF20,OUT035,3381.649552
NCO41,OUT018,1319.063467
FDC40,OUT027,2066.224472
FDV58,OUT045,3207.668977
FDZ57,OUT045,2077.041931
DRM35,OUT046,2912.360281
DRN36,OUT018,1256.230686
FDQ13,OUT046,1420.016255
DRO35,OUT010,270.4125271
NCD43,OUT035,1723.6768
FDA51,OUT018,1587.352163
NCX17,OUT027,5652.81917
NCZ17,OUT049,756.3891512
FDR11,OUT027,3900.285883
FDW34,OUT049,4100.886133
FDN50,OUT017,1706.475193
FDS09,OUT046,972.3459612
FDS48,OUT018,2083.543902
FDL44,OUT049,2787.063792
DRF48,OUT018,2527.746989
FDA14,OUT018,1974.722773
NCD30,OUT049,1441.011552
FDI16,OUT017,860.2644722
NCG06,OUT035,4349.959603
DRZ24,OUT035,1825.685461
NCS17,OUT045,1573.236636
FDB37,OUT045,3823.846707
FDE10,OUT035,2277.753585
FDC57,OUT045,2995.630411
FDM12,OUT018,2587.52417
FDE24,OUT049,2348.558747
FDW22,OUT045,3539.213059
DRD01,OUT027,1451.554349
NCZ18,OUT027,6272.991235
FDN49,OUT045,777.495759
FDR22,OUT035,1934.712121
FDV08,OUT019,139.821121
FDY39,OUT046,3183.248922
FDV36,OUT049,2021.803036
FDO60,OUT045,753.1713848
FDU04,OUT027,3218.080833
FDR20,OUT027,1311.016935
